Time;iv_AC: Сеть 220В;iv_BAT: Заряд батареи;iv_GSM: Уровень GSM;iv_BAL: Баланс;iv_LWI1: Температура;iv_LWI2: Влажность;iv_LWI3: Slave 1E;iv_LWI4: Slave 1F;iv_LWI6: Замыкание
1970-01-01 00:00:00
